species_id	representative	MGnify_accession	species_closest	ani_closest	gtpro_kmer_counts	phyeco_marker_counts	phyeco_pass_ratio	pangene_counts	genome_counts	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	Lineage	Continent
101215	GUT_GENOME092886	MGYG-HGUT-01215	100320	94.07465	NA	NA	NA	1798	2	MAG	2055608	59	52538	59.79	100	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
101216	GUT_GENOME093113	MGYG-HGUT-01216	101256	91.45975	NA	14	0.571428571428571	1834	2	MAG	1847143	23	198305	27.31	81.03	3.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	Europe
101217	GUT_GENOME093120	MGYG-HGUT-01217	NA	NA	NA	11	1	2187	1	MAG	2504977	524	6134	61.02	73.92	3.64	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Firm-10;s__	Europe
101218	GUT_GENOME093124	MGYG-HGUT-01218	NA	NA	NA	15	1	3553	3	MAG	2482002	297	11475	59.25	92.14	3.19	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Europe
101219	GUT_GENOME093221	MGYG-HGUT-01219	101027	78.55465	NA	10	1	2525	2	MAG	2541038	410	8262	47.27	88.84	0.79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	Europe
101220	GUT_GENOME093248	MGYG-HGUT-01220	101817	81.80745	NA	15	1	3920	11	MAG	1643448	154	15707	44.39	94.07	0.22	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__	Europe
101221	GUT_GENOME093261	MGYG-HGUT-01221	104497	95.1888	NA	NA	NA	1687	1	MAG	1898526	346	7139	60.35	90.32	3.57	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
101222	GUT_GENOME093315	MGYG-HGUT-01222	NA	NA	NA	15	1	3699	5	MAG	2203618	85	33146	50.55	97.52	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__	Europe
101223	GUT_GENOME093565	MGYG-HGUT-01223	103037	94.65335	NA	NA	NA	1802	1	MAG	2100982	71	62904	59.97	98.39	2.42	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
101224	GUT_GENOME093605	MGYG-HGUT-01224	103821	93.6423	NA	15	0.866666666666667	4400	7	MAG	2725893	119	42542	42.87	96.09	0.63	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	Europe
101225	GUT_GENOME093609	MGYG-HGUT-01225	104163	80.94475	NA	15	1	59646	133	MAG	2156810	34	97276	59.34	89.93	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Ruminiclostridium_C;s__	Europe
101226	GUT_GENOME093619	MGYG-HGUT-01226	103980	81.98935	NA	15	1	5594	2	MAG	2772751	148	29903	54.66	97.2	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Europe
101227	GUT_GENOME093646	MGYG-HGUT-01227	101188	94.40845	NA	NA	NA	3174	3	MAG	1949755	117	28889	60.09	96.77	0.81	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
101228	GUT_GENOME093688	MGYG-HGUT-01228	102255	82.40615	NA	15	1	2940	7	MAG	1869310	181	13806	58.68	90.04	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	Europe
101229	GUT_GENOME093693	MGYG-HGUT-01229	NA	NA	NA	15	1	5722	8	MAG	2076937	412	6159	57.96	89.14	1.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__D5;s__D5 sp900113995	Europe
101230	GUT_GENOME093746	MGYG-HGUT-01230	102807	85.3094	115216	15	1	38410	57	MAG	1727677	7	455126	41.33	97.99	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__	Europe
101231	GUT_GENOME093753	MGYG-HGUT-01231	101816	92.95085	NA	15	0.8	3383	3	MAG	1876498	249	10388	61.91	94.22	2.96	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__	Europe
101232	GUT_GENOME093820	MGYG-HGUT-01232	101320	91.75755	NA	14	1	2178	3	MAG	2161926	330	9943	31.05	98.37	1.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridium_U;s__	Europe
101233	GUT_GENOME093902	MGYG-HGUT-01233	101090	86.06495	NA	12	1	1709	2	MAG	1321670	309	5252	52.81	80.22	0.2	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	Europe
101234	GUT_GENOME093910	MGYG-HGUT-01234	104565	87.14485	NA	15	1	3329	5	MAG	1728437	56	53475	37.4	98.6	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	Europe
101235	GUT_GENOME093918	MGYG-HGUT-01235	NA	NA	NA	12	0.916666666666667	1137	1	MAG	1235025	270	5372	28.15	77.51	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__	Europe
101236	GUT_GENOME094042	MGYG-HGUT-01236	102137	82.9038	NA	15	1	22527	25	MAG	1825806	55	41471	57.9	96.13	0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis	Europe
101237	GUT_GENOME094063	MGYG-HGUT-01237	101049	74.3585	NA	15	1	20578	23	MAG	2708995	311	13036	59.17	94.09	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__;s__	Europe
101238	GUT_GENOME094066	MGYG-HGUT-01238	NA	NA	NA	15	1	2713	2	MAG	2740365	373	9636	55.58	89.64	2.08	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Ruminiclostridium_C;s__	Europe
101239	GUT_GENOME094068	MGYG-HGUT-01239	101926	80.3656	NA	13	1	1776	2	MAG	1436828	178	12227	29.48	92.13	1.12	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-776;s__	Europe
101240	GUT_GENOME094099	MGYG-HGUT-01240	104491	82.45295	NA	13	1	6440	11	MAG	2497614	101	36089	50.51	80.58	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Europe
101241	GUT_GENOME094102	MGYG-HGUT-01241	104497	94.7852	NA	NA	NA	1648	1	MAG	1906327	133	30176	60.39	93.79	4.03	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Europe
101242	GUT_GENOME094321	MGYG-HGUT-01242	102606	83.98515	NA	13	1	1722	1	MAG	2074674	123	26293	57.13	85	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	Europe
101243	GUT_GENOME094468	MGYG-HGUT-01243	101049	86.63475	NA	15	1	4873	6	MAG	2505339	77	61364	52.71	94.3	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	Europe
101244	GUT_GENOME094508	MGYG-HGUT-01244	100457	89.4288	73031	15	1	55455	100	MAG	1748444	107	25415	46.86	94.3	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	Europe
101245	GUT_GENOME094594	MGYG-HGUT-01245	NA	NA	NA	13	1	1455	2	MAG	1426585	76	31719	46.22	67.72	0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	Europe
101246	GUT_GENOME094660	MGYG-HGUT-01246	100242	88.45475	49915	15	0.933333333333333	33887	111	MAG	3031447	64	98665	43.34	99.98	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	Europe
101247	GUT_GENOME094675	MGYG-HGUT-01247	101603	82.09735	29557	15	1	7779	27	MAG	2761406	34	95474	45.07	99.37	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
101248	GUT_GENOME094708	MGYG-HGUT-01248	102222	92.64965	17694	15	1	7834	30	MAG	2225809	92	41984	52.01	97.47	0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	Europe
101249	GUT_GENOME094850	MGYG-HGUT-01249	100842	81.0405	NA	14	1	1869	2	MAG	1615834	90	27417	58.82	82.21	1.15	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella provencensis	Europe
101250	GUT_GENOME094927	MGYG-HGUT-01250	101622	78.1477	NA	14	1	2270	2	MAG	2342122	210	15013	47.8	92.46	1.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	Europe
101251	GUT_GENOME094937	MGYG-HGUT-01251	101952	79.5788	NA	13	1	5133	3	MAG	3364070	262	19829	55.58	92.73	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp002160755	Europe
101252	GUT_GENOME094938	MGYG-HGUT-01252	103867	81.7808	NA	15	1	3091	5	MAG	2417693	391	8473	43.12	85.75	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	Europe
101253	GUT_GENOME094995	MGYG-HGUT-01253	NA	NA	NA	14	1	3608	4	MAG	2271514	34	86357	52.93	77.55	0.63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689535	Europe
101254	GUT_GENOME095001	MGYG-HGUT-01254	100398	90.40565	NA	15	1	6728	7	MAG	3113115	58	78826	44.41	97.32	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__	Europe
101255	GUT_GENOME095021	MGYG-HGUT-01255	102272	88.00415	45978	15	1	31943	54	MAG	2423712	58	73828	59.61	98.35	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F	Europe
101256	GUT_GENOME095045	MGYG-HGUT-01256	101216	91.45975	NA	14	1	30925	172	MAG	1702469	16	308983	27.6	80.36	1.45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	Europe
101257	GUT_GENOME095083	MGYG-HGUT-01257	NA	NA	NA	8	1	2141	1	MAG	2104226	592	3942	31.04	60.29	0.13	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Massiliomicrobiota;s__Massiliomicrobiota timonensis	Europe
101258	GUT_GENOME095186	MGYG-HGUT-01258	103124	91.08015	32459	15	1	4360	22	MAG	2162110	51	67048	60.34	99.33	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	Europe
101259	GUT_GENOME095206	MGYG-HGUT-01259	102079	91.6227	NA	15	1	2256	5	MAG	2073628	57	56743	58.61	97.37	0.3	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900316935	Europe
101260	GUT_GENOME095230	MGYG-HGUT-01260	102341	81.0628	NA	15	1	2857	1	MAG	3024365	709	5195	41.56	88.58	3.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii	Europe
101261	GUT_GENOME095246	MGYG-HGUT-01261	NA	NA	NA	15	1	4713	1	MAG	5012197	714	10323	67.73	96.14	2.11	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	Europe
101262	GUT_GENOME095247	MGYG-HGUT-01262	NA	NA	NA	14	1	3746	2	MAG	3667136	316	17936	68.87	98.36	0.85	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas ginsenosidimutans	Europe
101263	GUT_GENOME095248	MGYG-HGUT-01263	101264	81.76355	NA	14	1	5285	1	MAG	5662192	513	17131	64.71	95.49	3.09	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D sp000302535	Europe
101264	GUT_GENOME095250	MGYG-HGUT-01264	101263	81.76355	NA	11	1	3182	1	MAG	3268278	565	7841	63.42	82.19	2.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__Acidovorax_D temperans	Europe
101265	GUT_GENOME095287	MGYG-HGUT-01265	NA	NA	NA	13	1	4811	2	MAG	4213059	721	7665	70.94	89.55	3.34	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp002778835	Europe
101266	GUT_GENOME095296	MGYG-HGUT-01266	102460	80.51825	NA	15	1	7121	3	MAG	4363538	61	120519	54.32	98.76	1.47	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter hermannii	Europe
101267	GUT_GENOME095310	MGYG-HGUT-01267	NA	NA	NA	14	1	1144	1	MAG	1280195	83	20872	46.1	77.93	3.45	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	Europe
101268	GUT_GENOME095336	MGYG-HGUT-01268	102118	93.8943	NA	10	0.7	1581	1	MAG	1847122	398	5758	59.55	81.14	0.22	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B	Europe
101269	GUT_GENOME095352	MGYG-HGUT-01269	101078	94.36475	NA	15	0.933333333333333	6292	7	MAG	2178797	163	22608	59.73	97.11	0.33	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	Europe
101270	GUT_GENOME095357	MGYG-HGUT-01270	102888	92.2724	NA	12	0.833333333333333	2100	1	MAG	2256923	320	9865	56.15	86.82	2.03	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	Europe
101271	GUT_GENOME095377	MGYG-HGUT-01271	104145	81.1407	NA	15	1	5441	9	MAG	1995172	19	180935	49.32	97.09	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp002299265	Europe
101272	GUT_GENOME095426	MGYG-HGUT-01272	NA	NA	NA	13	1	1270	1	MAG	1381595	381	4198	56.4	79.14	1.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	Europe
101273	GUT_GENOME095471	MGYG-HGUT-01273	103113	91.7018	NA	15	1	1937	1	MAG	2113963	182	15120	65.43	97.93	2.42	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	Europe
101274	GUT_GENOME095490	MGYG-HGUT-01274	NA	NA	NA	NA	NA	1256	1	MAG	1392963	227	8390	43.52	71.66	0.86	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	Europe
101275	GUT_GENOME095503	MGYG-HGUT-01275	101030	91.6431	NA	15	1	4223	2	MAG	2994513	82	60000	52.82	97.8	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp900321585	Europe
101276	GUT_GENOME095515	MGYG-HGUT-01276	100121	93.8659	NA	7	0.857142857142857	3701	1	MAG	3903827	62	95047	47.64	89.44	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum	Europe
101277	GUT_GENOME095520	MGYG-HGUT-01277	101359	84.2073	NA	14	1	3981	3	MAG	3409168	202	31391	62.48	99.41	0.59	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	Europe
101278	GUT_GENOME095591	MGYG-HGUT-01278	NA	NA	NA	10	1	745	1	MAG	900163	280	3420	46.65	58.22	0.08	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__DNF00809;s__DNF00809 sp001552935	Europe
101279	GUT_GENOME095592	MGYG-HGUT-01279	103208	79.301	NA	15	1	4378	1	MAG	4682858	683	9697	62.12	96.48	1.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fulva	Europe
101280	GUT_GENOME095596	MGYG-HGUT-01280	NA	NA	NA	15	1	1844	5	MAG	1499839	45	56419	42	86.88	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__	Europe
101281	GUT_GENOME095597	MGYG-HGUT-01281	NA	NA	NA	14	1	1443	2	MAG	1450753	154	15493	47.03	94.37	0.32	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__28L;s__28L sp000177555	Europe
101282	GUT_GENOME095599	MGYG-HGUT-01282	NA	NA	NA	5	0.8	1079	1	MAG	1210691	382	3524	31.89	58.65	1.6	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella haemolysans_B	Europe
101283	GUT_GENOME095609	MGYG-HGUT-01283	NA	NA	NA	15	1	1261	1	MAG	1508369	17	214743	53.04	96.45	0.06	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae	Europe
101284	GUT_GENOME095650	MGYG-HGUT-01284	103113	93.52055	NA	14	0.928571428571429	1725	1	MAG	1886588	505	4305	65.79	83.48	2.88	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	Europe
101285	GUT_GENOME095685	MGYG-HGUT-01285	103113	85.9126	NA	13	0.923076923076923	2013	1	MAG	2350339	190	21562	66.14	91.96	2.21	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	Europe
101286	GUT_GENOME095707	MGYG-HGUT-01286	102213	80.3639	NA	14	1	2533	1	MAG	2794921	120	37385	60.16	95.97	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__;s__	Europe
101287	GUT_GENOME095712	MGYG-HGUT-01287	103730	86.5128	NA	15	1	2043	9	MAG	1594520	37	76496	42.24	100	0.7	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_G	Europe
101288	GUT_GENOME095850	MGYG-HGUT-01288	103902	95.278	NA	NA	NA	2855	2	MAG	1882142	70	33259	38.79	100	0.6	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar	Europe
101289	GUT_GENOME095879	MGYG-HGUT-01289	101064	91.1267	80904	15	1	13375	56	MAG	1985520	63	53325	41.61	97.18	0.18	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	Europe
101290	GUT_GENOME095922	MGYG-HGUT-01290	NA	NA	NA	12	1	1196	1	MAG	1324974	279	6218	57.34	80.43	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA3700;g__;s__	Europe
101291	GUT_GENOME095934	MGYG-HGUT-01291	103141	90.6345	NA	15	0.933333333333333	7990	10	Isolate	1986740	2	1797577	32.07	99.39	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna_H	NA
101292	GUT_GENOME095938	MGYG-HGUT-01292	102469	87.55575	1205	15	1	199201	2805	Isolate	2832748	1	2832748	59.86	100	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	NA
101293	GUT_GENOME095939	MGYG-HGUT-01293	102388	80.69085	108566	15	1	28679	181	Isolate	3010111	1	3010111	46.69	99.46	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C rhamnosus	NA
101294	GUT_GENOME095941	MGYG-HGUT-01294	103352	91.0113	5131	15	1	65133	727	Isolate	2614738	96	72548	48.55	100	0.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	NA
101295	GUT_GENOME095942	MGYG-HGUT-01295	102846	86.47455	125148	14	1	20275	47	Isolate	3663932	3	2716392	60.77	99.41	0	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	NA
101296	GUT_GENOME095943	MGYG-HGUT-01296	102367	79.4578	58461	15	1	7959	43	Isolate	1929627	11	425094	42.13	99.38	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus acidilactici	NA
101297	GUT_GENOME095944	MGYG-HGUT-01297	102333	93.89495	36102	15	1	9859	65	Isolate	1678593	34	169270	31.34	99.37	0.11	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D coli	NA
101298	GUT_GENOME095952	MGYG-HGUT-01298	NA	NA	NA	15	1	2590	2	Isolate	2589961	6	982217	41.6	99.45	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria grayi	Europe
101299	GUT_GENOME095962	MGYG-HGUT-01299	NA	NA	NA	15	0.933333333333333	5818	24	Isolate	2190453	25	291535	38.11	100	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella dolichum	NA
101300	GUT_GENOME095967	MGYG-HGUT-01300	102641	93.6683	6145	15	1	609204	1438	Isolate	3126983	29	296445	56.24	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_K	NA
101301	GUT_GENOME095968	MGYG-HGUT-01301	102197	84.82035	64780	15	1	11494	23	Isolate	1703772	17	505805	28.66	98.48	1.02	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__Parvimonas micra	NA
101302	GUT_GENOME095971	MGYG-HGUT-01302	100128	80.0667	2809	15	1	233073	5042	Isolate	2549878	20	626692	53.27	99.52	0.96	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	NA
101303	GUT_GENOME095973	MGYG-HGUT-01303	101496	78.64355	106416	15	1	28011	119	Isolate	3619905	68	157623	46.35	99.42	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea scindens	North America
101304	GUT_GENOME095977	MGYG-HGUT-01304	101697	80.85775	50594	15	1	13280	29	Isolate	2507485	16	380632	28.58	100	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme	North America
101305	GUT_GENOME095978	MGYG-HGUT-01305	100807	88.77665	NA	15	1	3601	3	Isolate	2284603	6	1288597	33.34	98.59	1.41	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae;g__Anaerofustis;s__Anaerofustis stercorihominis	North America
101306	GUT_GENOME095979	MGYG-HGUT-01306	101364	84.43775	26093	15	1	145027	592	Isolate	4295617	135	80142	41.87	98.88	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A coprocola	NA
101307	GUT_GENOME095980	MGYG-HGUT-01307	101323	80.40325	NA	15	1	4161	1	Isolate	4603561	120	361783	41.28	100	0.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia stuartii_B	NA
101308	GUT_GENOME095981	MGYG-HGUT-01308	100088	93.4286	24452	15	1	8241	68	Isolate	1925087	22	144901	37.57	99.63	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius	NA
101309	GUT_GENOME095982	MGYG-HGUT-01309	102355	92.5767	147187	14	1	22469	17	Isolate	4102125	4	2178842	28.02	100	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum_A	NA
101310	GUT_GENOME095983	MGYG-HGUT-01310	102772	81.17255	11827	15	1	68775	484	Isolate	2729735	62	79210	42.7	99.42	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena lactaris	NA
101311	GUT_GENOME095986	MGYG-HGUT-01311	100179	90.1732	NA	15	1	15352	11	Isolate	6514445	172	161796	50.13	99.37	1.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M sp000155435	NA
